price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_renovated,lat,long,sqft_living15,sqft_lot15,year_sold,month_sold,age_of_building,zipcode
375000.0,3.0,1.75,1330.0,9417.0,1.0,0,0,5.0,6,710,620.0,0,47.7231,-122.301,1690.0,7937,2014,09,87.0,98125
329950.0,3.0,2.5,2456.0,7566.0,2.0,0,0,3.0,8,2456,0.0,0,47.297,-122.351,2478.0,7212,2014,06,11.0,98023
225000.0,2.0,1.0,720.0,4758.0,1.0,0,0,3.0,6,720,0.0,0,47.5176,-122.376,990.0,4920,2014,09,76.0,98126
344000.0,3.0,2.25,1250.0,1033.0,3.0,0,0,3.0,8,1250,0.0,0,47.6907,-122.343,1250.0,1150,2015,01,16.0,98103
402000.0,5.0,2.75,2770.0,7620.0,1.0,0,0,3.0,7,1700,1070.0,0,47.5188,-122.348,1720.0,7620,2014,12,58.0,98106
,4.0,1.75,1700.0,40973.0,1.0,0,0,3.0,8,1700,0.0,0,47.3439,-122.198,2760.0,40973,2014,10,62.0,98092
556000.0,4.0,2.5,2230.0,7200.0,1.0,0,0,4.0,7,1220,1010.0,0,47.589,-122.156,1920.0,7200,2014,10,66.0,98005
485000.0,3.0,1.0,1260.0,7250.0,1.0,0,2,3.0,7,960,300.0,0,47.6947,-122.311,1540.0,7250,2015,04,83.0,98115
425000.0,4.0,3.0,2430.0,5502.0,2.0,0,0,3.0,8,2430,0.0,0,47.356,-122.014,2000.0,5702,2015,05,21.0,98038
702500.0,3.0,1.5,2360.0,6750.0,2.0,0,0,5.0,7,1930,430.0,0,47.6923,-122.332,1320.0,4500,2014,05,97.0,98103
514500.0,4.0,2.5,2990.0,9614.0,1.0,0,2,4.0,9,1740,1250.0,0,47.3424,-122.329,3370.0,12085,2015,01,47.0,98003
499500.0,3.0,2.5,2970.0,21907.0,2.0,0,0,3.0,9,2970,0.0,1,47.4741,-122.099,2040.0,27917,2014,06,25.0,98059
352000.0,4.0,2.5,2470.0,6116.0,1.0,0,0,3.0,7,1420,1050.0,0,47.3792,-122.047,1670.0,7627,2014,08,38.0,98038
240000.0,4.0,1.0,1200.0,2171.0,1.5,0,0,3.0,7,1200,0.0,0,47.7076,-122.342,1130.0,1598,2014,06,90.0,98133
240000.0,3.0,2.0,1400.0,6200.0,1.0,0,0,3.0,6,700,700.0,0,47.7634,-122.34,1410.0,7564,2014,05,75.0,98155
829000.0,4.0,2.75,2970.0,59677.0,1.0,0,2,4.0,8,1610,1360.0,0,47.5953,-122.08,2930.0,42489,2015,01,50.0,98075
495000.0,3.0,2.25,2100.0,3000.0,2.0,0,0,3.0,7,2100,0.0,0,47.595,-122.306,1650.0,4500,2014,12,27.0,98144
565000.0,5.0,1.5,1940.0,3430.0,1.5,0,0,4.0,6,1220,720.0,0,47.6853,-122.362,1830.0,4120,2015,04,97.0,98117
425000.0,3.0,2.75,3370.0,13929.0,2.0,0,0,3.0,9,2650,720.0,0,47.3411,-122.197,2150.0,14048,2015,05,37.0,98092
496000.0,5.0,1.75,2110.0,8500.0,1.0,0,0,3.0,7,1100,1010.0,0,47.7737,-122.35,2020.0,8500,2015,04,61.0,98133
,5.0,3.5,4790.0,12957.0,2.0,0,1,3.0,9,3110,1680.0,0,47.5469,-122.194,2620.0,13538,2014,09,18.0,98006
530000.0,3.0,2.0,2330.0,26571.0,2.5,0,0,3.0,8,2330,0.0,0,47.6009,-122.158,2030.0,20037,2014,06,36.0,98005
273000.0,3.0,2.25,2160.0,7964.0,2.0,0,0,3.0,8,2160,0.0,0,47.3622,-122.074,2000.0,7964,2015,01,32.0,98042
549950.0,3.0,2.5,2080.0,8690.0,1.0,0,0,3.0,8,1430,650.0,0,47.4424,-122.344,2400.0,9625,2014,09,49.0,98166
820000.0,3.0,2.5,2990.0,10711.0,1.0,1,4,3.0,9,1560,1430.0,1,47.3573,-122.324,2870.0,11476,2014,10,47.0,98198
2600000.0,3.0,3.0,3410.0,16015.0,2.0,1,4,4.0,10,2220,1190.0,0,47.5721,-122.239,3760.0,16572,2015,03,50.0,98040
514700.0,3.0,3.25,1310.0,1072.0,2.0,0,0,3.0,8,1060,250.0,0,47.6744,-122.374,1160.0,1266,2015,04,15.0,98107
258000.0,3.0,1.75,1040.0,5650.0,1.0,0,0,5.0,6,1040,0.0,0,47.5111,-122.256,1290.0,5650,2014,12,72.0,98178
337000.0,3.0,2.0,1690.0,9087.0,1.0,0,0,3.0,8,1690,0.0,0,47.3724,-122.108,2090.0,8100,2014,10,26.0,98042
660000.0,3.0,2.25,1570.0,1680.0,3.0,0,0,3.0,8,1570,0.0,0,47.6585,-122.348,1290.0,1870,2014,11,9.0,98103
771000.0,4.0,2.5,2420.0,7200.0,2.0,0,0,3.0,9,2420,0.0,0,47.6893,-122.197,2650.0,7800,2014,12,32.0,98033
348450.0,4.0,2.5,1950.0,8628.0,2.0,0,0,3.0,8,1950,0.0,0,47.3817,-122.035,2210.0,9019,2014,08,29.0,98038
450000.0,3.0,2.25,1620.0,997.0,2.5,0,0,3.0,8,1540,80.0,0,47.5394,-122.027,1620.0,1068,2014,12,11.0,98029
829000.0,4.0,3.0,3310.0,4500.0,2.5,0,0,5.0,9,2910,400.0,0,47.6594,-122.345,1440.0,3750,2014,08,123.0,98103
1030000.0,5.0,2.75,3190.0,16920.0,1.0,0,3,3.0,9,1690,1500.0,0,47.5641,-122.16,3100.0,13100,2014,05,47.0,98006
389999.0,4.0,2.5,1890.0,15770.0,2.0,0,0,4.0,7,1890,0.0,0,47.4281,-122.343,2410.0,15256,2014,07,55.0,98166
469950.0,5.0,3.0,3223.0,6371.0,2.0,0,0,3.0,9,3223,0.0,0,47.3588,-122.163,1979.0,19030,2014,09,9.0,98042
315500.0,3.0,1.0,1300.0,12600.0,1.0,0,0,4.0,7,1300,0.0,0,47.7422,-122.1,1480.0,13530,2015,01,54.0,98072
278000.0,4.0,2.5,2290.0,3777.0,2.0,0,0,3.0,7,2290,0.0,0,47.3617,-122.308,1480.0,3608,2014,10,19.0,98198
255000.0,3.0,1.0,960.0,8100.0,1.0,0,0,3.0,7,960,0.0,0,47.7766,-122.307,1120.0,8100,2014,05,68.0,98043
600000.0,3.0,1.75,2930.0,19876.0,1.0,0,0,3.0,9,2030,900.0,0,47.7443,-122.17,2740.0,11499,2014,05,30.0,98072
965000.0,4.0,3.25,5010.0,49222.0,2.0,0,0,5.0,9,3710,1300.0,0,47.5489,-122.092,3140.0,54014,2014,10,45.0,98027
163500.0,2.0,1.5,1050.0,3419.0,2.0,0,0,3.0,7,1050,0.0,0,47.3848,-122.039,1050.0,3417,2014,07,27.0,98038
280000.0,,2.25,1810.0,7630.0,1.0,0,0,4.0,7,1810,0.0,0,47.497,-122.18,1830.0,7594,2015,05,64.0,98056
330000.0,1.0,1.0,860.0,4800.0,1.0,0,0,3.0,6,860,0.0,0,47.6146,-122.299,1380.0,4800,2014,08,116.0,98122
430000.0,3.0,1.75,1200.0,4500.0,1.0,0,0,5.0,7,1200,0.0,1,47.5553,-122.316,1340.0,4500,2014,05,117.0,98108
540000.0,5.0,1.0,2480.0,4400.0,1.5,0,0,3.0,7,1640,840.0,0,47.6046,-122.3,1940.0,4400,2015,03,104.0,98122
585083.0,5.0,2.75,2910.0,36250.0,1.0,0,0,3.0,8,1590,1320.0,0,47.5916,-122.076,2910.0,37376,2014,06,46.0,98075
399700.0,4.0,1.75,1320.0,4800.0,1.0,0,0,4.0,7,870,450.0,0,47.5534,-122.365,940.0,4800,2014,07,93.0,98106
210000.0,3.0,1.0,1240.0,4842.0,1.0,0,0,4.0,6,1240,0.0,0,47.5166,-122.269,1540.0,5110,2014,05,107.0,98118
419950.0,,1.75,1350.0,4003.0,1.0,0,0,3.0,8,1350,0.0,0,47.7176,-122.033,1350.0,4479,2015,05,19.0,98053
490000.0,3.0,2.0,2220.0,10275.0,2.0,0,0,3.0,9,1640,580.0,0,47.5304,-122.055,2300.0,9975,2014,06,43.0,98027
970000.0,5.0,3.5,3400.0,9804.0,2.0,0,0,3.0,9,2550,850.0,0,47.543,-122.266,2380.0,7440,2014,10,15.0,98118
535000.0,6.0,1.75,2460.0,6000.0,1.0,0,0,4.0,7,1230,1230.0,0,47.6721,-122.323,1560.0,4275,2014,09,,98115
380000.0,3.0,2.0,1440.0,3218.0,1.0,0,0,3.0,7,850,590.0,0,47.5655,-122.36,1170.0,5000,2015,02,15.0,98106
487000.0,4.0,2.25,2400.0,7000.0,1.0,0,0,4.0,8,1800,600.0,0,47.7207,-122.184,2210.0,7210,2015,01,58.0,98034
572000.0,3.0,1.5,1680.0,13751.0,1.0,0,0,4.0,7,1680,0.0,0,47.5716,-122.227,1760.0,13500,2014,09,72.0,98040
833000.0,4.0,2.5,2190.0,12690.0,1.0,0,2,3.0,8,1170,1020.0,0,47.6627,-122.189,2630.0,10843,2015,03,50.0,98033
371000.0,4.0,1.75,1610.0,11305.0,1.0,0,0,3.0,7,1610,0.0,0,47.727,-122.176,1870.0,11850,2014,12,55.0,98034
590000.0,5.0,1.0,1840.0,6710.0,1.5,0,0,3.0,7,1840,0.0,0,47.5686,-122.378,1410.0,4880,2015,04,103.0,98126
445000.0,5.0,3.0,2420.0,11250.0,2.0,0,0,3.0,8,2420,0.0,0,47.5082,-122.362,1510.0,9950,2014,11,10.0,98146
772500.0,5.0,2.75,3890.0,9130.0,2.0,0,0,3.0,9,3890,0.0,0,47.5407,-121.86,3450.0,8361,2014,09,19.0,98065
557000.0,2.0,1.5,1450.0,3840.0,1.0,0,0,3.0,7,950,500.0,0,47.684,-122.381,1450.0,3840,2015,04,76.0,98117
950000.0,7.0,3.5,3470.0,16264.0,2.0,0,0,4.0,9,3470,0.0,0,47.6203,-122.149,3040.0,13500,2015,04,43.0,
365000.0,4.0,2.5,1570.0,9600.0,1.0,0,0,3.0,7,800,770.0,0,47.7757,-122.303,1340.0,9110,2015,03,51.0,98155
524000.0,3.0,2.25,1370.0,1007.0,3.0,0,0,3.0,8,1330,40.0,0,47.6682,-122.361,1570.0,1635,2015,01,14.0,98107
255000.0,3.0,1.5,1490.0,6604.0,1.0,0,0,4.0,6,1490,0.0,0,47.4683,-122.351,1330.0,6604,2014,08,105.0,98166
1695000.0,5.0,3.0,3320.0,5354.0,2.0,0,0,3.0,9,3320,0.0,0,47.6542,-122.331,2330.0,4040,2015,05,19.0,98103
477000.0,3.0,2.5,1740.0,4960.0,2.0,0,0,3.0,8,1740,0.0,0,47.5772,-121.998,1740.0,5021,2015,04,31.0,98029
857000.0,4.0,3.0,3720.0,29043.0,2.0,0,0,3.0,9,3720,0.0,0,47.6907,-122.161,1610.0,23000,2014,05,32.0,98033
568000.0,3.0,1.75,1760.0,235224.0,1.0,0,0,3.0,7,1760,0.0,0,47.6735,-122.041,2320.0,87120,2015,05,50.0,98053
580000.0,4.0,2.5,2840.0,6268.0,2.0,0,0,3.0,9,2840,0.0,0,47.7386,-122.235,2790.0,6526,2014,05,25.0,98028
975000.0,4.0,2.5,3420.0,183387.0,2.0,0,0,3.0,10,3420,0.0,0,47.633,-121.972,2260.0,34613,2014,09,23.0,98053
504058.0,4.0,2.75,2910.0,7467.0,2.0,0,0,3.0,8,2910,0.0,0,47.4841,-121.772,2790.0,7868,2014,07,10.0,98045
437000.0,2.0,1.75,1500.0,6800.0,1.0,0,0,4.0,7,910,590.0,0,47.7004,-122.371,1450.0,6800,2014,06,81.0,98117
705000.0,4.0,2.0,2060.0,6000.0,1.0,0,1,4.0,8,1370,690.0,0,47.5237,-122.383,2060.0,6600,2014,10,69.0,98136
459950.0,5.0,2.75,3078.0,6371.0,2.0,0,0,3.0,9,3078,0.0,0,47.3587,-122.163,1979.0,19030,2015,05,9.0,98042
610000.0,3.0,2.5,2060.0,8893.0,2.0,0,0,3.0,8,2060,0.0,0,47.5615,-122.165,2650.0,8500,2014,08,36.0,98006
,3.0,1.75,1340.0,5100.0,1.0,0,0,3.0,7,1340,0.0,0,47.694,-122.348,1550.0,5100,2014,10,70.0,98103
923990.0,4.0,2.5,3600.0,6055.0,2.0,0,0,3.0,9,3600,0.0,0,47.7053,-122.126,3590.0,6050,2014,09,9.0,98052
490000.0,2.0,1.0,1840.0,3300.0,1.5,0,0,4.0,6,1130,710.0,0,47.6757,-122.362,1320.0,4000,2014,05,113.0,98107
545000.0,4.0,2.5,2040.0,7412.0,2.0,0,0,3.0,8,2040,0.0,0,47.6347,-122.026,2050.0,7830,2014,08,35.0,98074
535000.0,5.0,2.5,3190.0,6178.0,2.0,0,0,3.0,8,3190,0.0,0,47.5104,-122.154,2480.0,7548,2015,05,20.0,98059
459900.0,3.0,,2580.0,11000.0,1.0,0,0,4.0,7,1290,1290.0,0,47.5646,-122.181,2280.0,17643,2014,05,72.0,98006
625000.0,3.0,1.75,2240.0,6050.0,1.0,0,0,4.0,8,1250,990.0,0,47.5658,-122.4,1720.0,6050,2014,08,73.0,98116
219950.0,2.0,1.0,940.0,8997.0,1.0,0,0,5.0,7,940,0.0,0,47.2005,-121.999,1110.0,9126,2014,10,68.0,98022
766000.0,3.0,2.5,2270.0,9822.0,2.0,0,0,3.0,9,2270,0.0,0,47.6685,-122.137,2790.0,8089,2014,08,35.0,
1582500.0,4.0,2.5,3980.0,16304.0,1.0,0,1,3.0,10,2480,1500.0,0,47.639,-122.21,3980.0,16304,2015,04,55.0,98004
399950.0,2.0,2.25,1140.0,1184.0,2.0,0,0,3.0,8,1010,130.0,0,47.659,-122.346,1140.0,1339,2014,10,24.0,98103
579950.0,3.0,3.5,1420.0,1217.0,2.0,0,0,3.0,8,1180,240.0,0,47.6827,-122.324,1494.0,1264,2014,10,20.0,98115
645000.0,4.0,1.5,2550.0,4000.0,1.5,0,0,4.0,7,1760,790.0,0,47.6811,-122.318,1840.0,4000,2014,10,97.0,98115
460940.0,4.0,2.5,3202.0,4964.0,2.0,0,0,3.0,9,3202,0.0,0,47.3412,-122.179,2425.0,4886,2014,10,9.0,98092
290000.0,2.0,1.0,1250.0,12507.0,1.0,0,0,5.0,7,1250,0.0,0,47.4972,-122.176,1250.0,12498,2015,01,65.0,98056
367950.0,4.0,2.5,3030.0,9500.0,2.0,0,0,3.0,8,3030,0.0,0,47.3511,-122.287,2650.0,9500,2015,04,34.0,98001
240000.0,3.0,2.0,1190.0,10299.0,1.0,0,0,3.0,7,1190,0.0,0,47.314,-122.0,1700.0,9849,2014,11,29.0,98010
262000.0,3.0,1.75,1320.0,6530.0,1.0,0,0,4.0,7,1320,0.0,0,47.2871,-122.354,1620.0,6817,2014,12,34.0,98023
450000.0,3.0,1.0,1350.0,92721.0,1.0,0,0,2.0,6,1200,150.0,0,47.4657,-122.198,1860.0,8096,2015,05,77.0,98055
2250000.0,3.0,3.25,3890.0,3452.0,2.0,0,0,3.0,12,2890,1000.0,0,47.626,-122.323,2860.0,2199,2014,08,17.0,98102
179500.0,3.0,1.0,1180.0,32214.0,1.0,0,0,3.0,7,1180,0.0,0,47.3313,-122.198,2300.0,13714,2014,12,71.0,98092
460000.0,2.0,2.5,1830.0,8107.0,1.0,0,0,5.0,7,930,900.0,0,47.701,-122.305,1260.0,6960,2014,08,77.0,98125
1010000.0,,1.0,1820.0,5400.0,1.5,0,0,3.0,8,1820,0.0,1,47.6476,-122.318,1820.0,5400,2014,11,100.0,98102
792000.0,3.0,2.5,2250.0,19270.0,2.0,0,0,3.0,8,2250,0.0,0,47.6569,-122.088,2940.0,19541,2015,04,24.0,98052
505000.0,3.0,2.5,2340.0,5957.0,2.0,0,0,3.0,8,2340,0.0,0,47.7347,-122.236,2340.0,6604,2014,06,28.0,98028
255000.0,4.0,2.5,1580.0,7800.0,1.0,0,0,4.0,7,1580,0.0,0,47.481,-122.163,1320.0,7800,2014,09,64.0,98059
813500.0,4.0,2.0,2530.0,15520.0,1.0,0,0,5.0,8,2220,310.0,0,47.613,-122.167,2500.0,13300,2014,07,59.0,98005
866800.0,4.0,3.5,2970.0,5000.0,2.0,0,2,3.0,9,2200,770.0,0,47.6772,-122.399,1470.0,4560,2014,08,22.0,98117
400000.0,4.0,2.5,2170.0,204296.0,1.0,0,0,4.0,7,2170,0.0,0,47.281,-121.933,1760.0,154202,2014,09,43.0,98022
935000.0,4.0,,2580.0,4500.0,2.0,0,0,4.0,9,1850,730.0,0,47.6245,-122.316,2590.0,4100,2015,04,118.0,98102
550000.0,4.0,2.5,2470.0,5954.0,2.0,0,0,3.0,8,2470,0.0,0,47.7685,-122.236,2470.0,4800,2014,08,10.0,98028
340000.0,3.0,1.75,1880.0,11249.0,1.0,0,0,3.0,7,1330,550.0,0,47.3295,-122.257,1870.0,14547,2014,06,38.0,98001
345000.0,2.0,1.0,1080.0,7775.0,1.0,0,0,3.0,6,1080,0.0,0,47.5447,-122.394,1730.0,7350,2014,07,68.0,98136
469500.0,4.0,2.5,2090.0,7241.0,1.0,0,0,4.0,7,1140,950.0,0,47.726,-122.221,1510.0,7402,2014,09,22.0,98034
699188.0,4.0,3.25,3250.0,5478.0,2.0,0,0,3.0,9,3250,0.0,0,47.5178,-121.887,3250.0,5482,2014,07,9.0,98065
905000.0,4.0,2.5,3330.0,9557.0,2.0,0,0,3.0,10,3330,0.0,0,47.5526,-122.102,3360.0,9755,2015,03,28.0,98006
536650.0,3.0,1.75,2090.0,8910.0,1.0,0,0,3.0,8,1230,860.0,0,47.7149,-122.222,2310.0,10695,2015,04,48.0,98034
830200.0,3.0,2.5,2680.0,4990.0,1.0,0,0,5.0,8,1440,1240.0,0,47.6538,-122.393,2320.0,6000,2015,03,72.0,98199
899000.0,4.0,3.5,2490.0,5500.0,2.0,0,0,3.0,9,1780,710.0,0,47.5499,-122.393,1710.0,5500,2015,05,8.0,98136
249000.0,4.0,2.0,1280.0,7560.0,1.0,0,0,5.0,6,1280,0.0,0,47.45,-122.175,1250.0,7690,2014,10,64.0,98058
272000.0,3.0,2.5,1528.0,7616.0,2.0,0,0,3.0,7,1528,0.0,0,47.3774,-122.186,1850.0,7340,2015,04,12.0,98030
330000.0,3.0,1.75,1460.0,9261.0,1.0,0,0,3.0,7,1460,0.0,0,47.5155,-122.189,1550.0,8800,2014,08,38.0,98056
315000.0,3.0,2.5,1260.0,2767.0,2.0,0,0,3.0,8,1260,0.0,0,47.4914,-122.155,1310.0,2767,2014,07,24.0,98059
196500.0,3.0,2.0,1310.0,7000.0,1.0,0,0,4.0,7,1310,0.0,0,47.303,-122.383,1390.0,7500,2014,09,44.0,98023
810000.0,3.0,2.5,2670.0,10481.0,2.0,0,0,3.0,9,2670,0.0,0,47.6673,-122.176,2620.0,8895,2014,06,20.0,98033
850000.0,3.0,1.75,1400.0,9900.0,1.0,0,0,3.0,7,1400,0.0,0,47.6272,-122.209,1810.0,10796,2014,10,72.0,98004
764000.0,3.0,2.0,1420.0,4080.0,1.5,0,0,5.0,8,1420,0.0,0,47.6801,-122.348,1220.0,3060,2014,09,119.0,98103
440000.0,2.0,1.5,1120.0,1024.0,2.0,0,0,3.0,8,1120,0.0,1,47.6175,-122.298,1120.0,1549,2015,05,53.0,98122
289950.0,3.0,2.5,1760.0,8584.0,1.5,0,0,5.0,7,1760,0.0,0,47.4612,-122.325,2160.0,8584,2014,06,86.0,98148
580000.0,6.0,1.75,2180.0,4000.0,1.5,0,0,4.0,7,1380,800.0,0,47.6643,-122.29,1720.0,4000,2014,10,97.0,98105
450000.0,3.0,2.75,2840.0,39324.0,1.0,0,0,3.0,9,2200,640.0,0,47.3076,-122.101,2840.0,39413,2015,03,35.0,98092
1406890.0,5.0,2.25,3580.0,16789.0,2.0,0,0,5.0,9,3580,0.0,0,47.5364,-122.239,3390.0,17000,2014,12,57.0,98040
430000.0,2.0,,760.0,7114.0,1.0,0,0,3.0,6,760,0.0,0,47.7005,-122.352,780.0,7102,2015,03,77.0,98103
515000.0,2.0,1.0,970.0,3300.0,1.0,0,0,4.0,7,970,0.0,0,47.6609,-122.343,,3600,2015,02,107.0,98103
539950.0,3.0,2.0,1560.0,3200.0,1.5,0,0,3.0,7,1560,0.0,1,47.6398,-122.356,1240.0,3600,2014,08,113.0,98109
431000.0,3.0,1.0,1500.0,6240.0,1.0,0,0,4.0,7,1500,0.0,0,47.7281,-122.311,1230.0,6240,2015,03,70.0,98125
530200.0,4.0,2.5,1880.0,3853.0,2.0,0,0,3.0,8,1880,0.0,0,47.5636,-122.094,1890.0,3078,2015,01,13.0,98027
4208000.0,5.0,6.0,7440.0,21540.0,2.0,0,0,3.0,12,5550,1890.0,0,47.5692,-122.189,4740.0,19329,2015,05,20.0,98006
,3.0,1.75,1890.0,3825.0,1.0,0,0,3.0,7,1290,600.0,0,47.6831,-122.381,1320.0,3825,2014,05,49.0,98117
269950.0,4.0,1.0,1440.0,9600.0,1.0,0,0,2.0,7,1440,0.0,0,47.3168,-122.264,1740.0,43560,2015,02,59.0,98001
375950.0,3.0,1.75,1480.0,7560.0,1.0,0,0,3.0,6,1100,380.0,1,47.6985,-122.364,1510.0,7250,2014,07,103.0,98117
365000.0,3.0,1.75,1830.0,17349.0,1.0,0,0,3.0,8,1230,600.0,0,47.7427,-122.109,1840.0,11694,2015,05,46.0,98072
454000.0,5.0,2.25,2550.0,9200.0,1.0,0,0,4.0,8,1580,970.0,0,47.4673,-122.363,2090.0,9200,2015,04,48.0,98166
282000.0,2.0,1.0,1150.0,6098.0,1.0,0,0,3.0,7,950,200.0,0,47.7259,-122.328,1790.0,8455,2015,05,75.0,98125
400000.0,3.0,1.75,1370.0,9680.0,1.0,0,0,4.0,7,1370,0.0,0,47.6127,-122.045,1370.0,10208,2014,10,46.0,98074
375000.0,4.0,2.0,2070.0,9822.0,1.0,0,0,5.0,7,2070,0.0,0,47.566,-122.14,1300.0,9572,2014,08,68.0,98006
2900000.0,5.0,4.0,5190.0,14600.0,2.0,0,1,3.0,11,5190,0.0,0,47.6102,-122.225,3840.0,19250,2014,11,10.0,98039
250000.0,3.0,2.5,1530.0,2890.0,2.0,0,0,3.0,7,1530,0.0,0,47.5434,-122.293,1540.0,2890,2014,07,22.0,98108
490500.0,3.0,2.0,3000.0,21883.0,2.0,0,0,3.0,7,1970,1030.0,0,47.7599,-122.214,2280.0,14025,2014,09,25.0,98011
400000.0,2.0,1.0,1270.0,7440.0,1.0,0,0,4.0,7,910,360.0,0,47.5285,-122.372,1040.0,7500,2014,08,74.0,98126
353000.0,4.0,2.5,2210.0,13721.0,2.0,0,0,3.0,8,2210,0.0,0,47.3122,-122.039,1850.0,12951,2014,09,14.0,98042
452000.0,4.0,2.5,2716.0,7850.0,2.0,0,0,3.0,9,2716,0.0,0,47.352,-122.197,2580.0,14448,2014,11,9.0,98030
408474.0,3.0,2.5,1800.0,2731.0,2.0,0,0,3.0,8,1800,0.0,0,47.5342,-121.841,1800.0,3265,2015,03,9.0,98065
700000.0,3.0,2.25,2330.0,11424.0,2.0,0,0,4.0,8,2330,0.0,0,47.6386,-122.11,2050.0,11448,2015,04,39.0,98008
373000.0,3.0,2.5,2990.0,6771.0,1.0,0,0,3.0,7,1550,1440.0,0,47.5237,-122.353,1800.0,6771,2014,11,20.0,98106
470950.0,3.0,2.5,2560.0,16420.0,2.0,0,0,4.0,8,2560,0.0,0,47.6916,-121.916,2120.0,16298,2014,11,34.0,98014
209977.0,3.0,1.0,1170.0,6134.0,1.0,0,0,4.0,7,1170,0.0,0,47.4941,-122.312,1440.0,9823,2014,09,75.0,98168
465000.0,4.0,1.75,1810.0,21650.0,2.0,0,0,4.0,7,1810,0.0,0,47.7358,-122.076,2700.0,29680,2014,12,62.0,98077
500000.0,4.0,2.75,2280.0,15347.0,1.0,0,0,5.0,7,2280,0.0,0,47.5218,-122.164,2280.0,15347,2014,06,63.0,98059
1120280.0,4.0,4.0,2530.0,1774.0,3.0,0,2,3.0,9,2100,430.0,0,47.6362,-122.369,2160.0,2400,2015,02,10.0,98119
529000.0,2.0,1.0,1210.0,7667.0,1.0,0,0,3.0,6,900,310.0,0,47.6571,-122.396,1330.0,6462,2015,02,73.0,98199
550000.0,3.0,3.5,1450.0,1091.0,2.0,0,0,3.0,8,1200,250.0,0,47.6475,-122.359,1490.0,3017,2015,04,16.0,98119
524000.0,2.0,1.0,1120.0,2000.0,1.5,0,0,3.0,7,1120,0.0,0,47.6454,-122.354,1500.0,4000,2014,06,113.0,98109
834538.0,3.0,2.5,2760.0,6187.0,2.0,0,0,3.0,10,2760,0.0,0,47.5821,-122.047,2760.0,6600,2014,12,9.0,98075
,3.0,2.5,3550.0,32807.0,2.0,0,0,,9,3550,0.0,0,47.7292,-122.082,3270.0,35001,2015,04,34.0,98077
3850000.0,4.0,4.25,5770.0,21300.0,2.0,1,4,4.0,11,5770,0.0,0,47.585,-122.222,4620.0,22748,2014,11,43.0,98040
700000.0,4.0,1.0,1470.0,5450.0,1.5,0,0,3.0,7,1470,0.0,0,47.6458,-122.306,2160.0,5450,2015,02,105.0,98112
130000.0,2.0,1.0,780.0,5300.0,1.0,0,0,3.0,6,780,0.0,0,47.513,-122.354,780.0,5300,2015,03,82.0,98146
235000.0,3.0,2.5,2350.0,9051.0,1.0,0,0,4.0,8,1570,780.0,0,47.3126,-122.364,2270.0,8748,2014,07,57.0,98023
390000.0,3.0,2.5,1910.0,4755.0,2.0,0,0,3.0,8,1910,0.0,0,47.4956,-122.162,2460.0,6099,2015,02,26.0,98059
227500.0,3.0,1.0,1540.0,9450.0,1.0,0,0,4.0,7,1540,0.0,0,47.3612,-122.315,1210.0,9450,2015,04,63.0,98198
189900.0,2.0,1.0,1000.0,4179.0,1.0,0,0,5.0,5,1000,0.0,0,47.297,-122.227,1010.0,6327,2014,07,109.0,98002
187500.0,3.0,1.0,840.0,8400.0,1.0,0,0,3.0,6,840,0.0,0,47.3281,-122.344,1030.0,8640,2014,07,64.0,98023
503000.0,2.0,1.0,870.0,4280.0,1.0,0,2,4.0,6,870,0.0,0,47.6697,-122.29,1750.0,4280,2015,03,102.0,98105
779950.0,2.0,2.5,2680.0,7625.0,1.0,0,0,3.0,9,2680,0.0,0,47.7094,-122.024,2310.0,7395,2014,10,21.0,98053
539950.0,3.0,2.25,1670.0,1596.0,3.0,0,0,3.0,8,1670,0.0,0,47.5402,-122.387,,1310,2014,12,9.0,98136
460000.0,4.0,1.75,1720.0,3050.0,1.5,0,0,5.0,7,1040,680.0,0,47.5654,-122.384,1570.0,6100,2014,11,94.0,98116
245000.0,3.0,1.0,910.0,6630.0,1.0,0,0,4.0,6,910,0.0,0,47.6947,-122.346,950.0,5100,2015,05,111.0,98103
657000.0,2.0,3.0,1570.0,1281.0,3.0,0,0,3.0,8,1570,0.0,0,47.6741,-122.384,1570.0,2500,2015,01,9.0,98107
654000.0,3.0,2.5,2220.0,2873.0,2.0,0,0,3.0,10,2010,210.0,0,47.5311,-122.074,2290.0,3213,2014,10,11.0,98027
380000.0,3.0,,1550.0,1485.0,3.0,0,0,3.0,8,1550,0.0,0,47.6989,-122.346,1550.0,1480,2015,03,12.0,98103
654300.0,3.0,2.5,2490.0,8582.0,2.0,0,0,3.0,9,2490,0.0,0,47.625,-122.042,2870.0,7598,2015,04,23.0,98074
306000.0,3.0,1.5,1250.0,8700.0,1.0,0,0,4.0,7,1250,0.0,0,47.4744,-122.328,1300.0,8700,2014,12,64.0,98168
872500.0,3.0,2.5,2040.0,6000.0,1.0,0,0,3.0,8,1840,200.0,0,47.6334,-122.35,1820.0,4920,2014,08,72.0,98109
469950.0,5.0,2.5,2310.0,8303.0,1.0,0,0,3.0,7,1300,1010.0,0,47.7212,-122.211,1930.0,8303,2014,10,48.0,98034
375000.0,3.0,1.0,1310.0,8400.0,1.0,0,0,3.0,7,1310,0.0,1,47.7253,-122.197,1680.0,8000,2015,04,51.0,98034
