id,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15
3275850180,2610,0,1988,0,47.6909,-122.104,2320,8306
6600220090,1620,0,1981,0,47.6306,-122.035,1470,13615
7200001005,1510,0,1964,0,47.684,-122.113,1310,9450
3275740030,1770,0,1977,0,47.7166,-122.236,1650,8165
7888700030,2960,0,1979,0,47.4358,-122.344,2740,15681
7523850150,1330,800,1991,0,47.3788,-122.316,2090,7628
5016001325,1290,0,1987,0,47.6229,-122.298,1700,3750
7518500985,1140,550,1912,0,47.6825,-122.379,1600,4590
2130702350,2310,0,1978,0,47.7433,-121.982,1780,8041
1702900624,1080,200,2009,0,47.5592,-122.284,1280,1246
3558900590,1390,840,1969,0,47.7089,-122.201,2110,8475
6072100140,1530,0,1972,0,47.545,-122.171,2060,9226
3649100304,1740,0,1980,0,47.7376,-122.242,1720,11778
1646502165,690,480,1924,0,47.6842,-122.359,1240,4120
3226049045,1090,0,1962,0,47.703,-122.321,1540,5279
3205100130,1230,0,1962,0,47.539,-122.179,1270,9575
8682230550,1350,0,2003,0,47.7106,-122.03,1660,4225
7234600903,840,340,2008,0,47.6124,-122.309,1310,1963
4168000060,1200,0,1962,0,47.322,-122.351,1350,10500
7349650230,1280,340,1998,0,47.2835,-122.2,1710,6318
7715800710,1210,640,1981,0,47.6264,-122.062,1650,7623
8887001192,1000,240,1943,0,47.5026,-122.465,2140,20059
7853301570,3550,0,2006,0,47.5431,-121.886,3550,8583
3333002440,1070,0,1989,0,47.5427,-122.288,1390,2374
9282800075,1740,0,1952,0,47.5026,-122.236,1190,6000
2781250610,1470,0,2003,0,47.349,-122.024,1360,3008
2902200240,940,120,2005,0,47.6371,-122.327,1300,1169
5272200035,1000,0,1947,0,47.7142,-122.319,1000,6947
603000926,2420,0,2013,0,47.5241,-122.285,1430,4468
204000140,1000,500,,0,47.6385,-121.966,1570,12210
5249804655,1010,1000,1950,0,47.5591,-122.267,2010,7200
3025049028,1000,800,1942,0,47.6305,-122.347,2270,3840
3278600240,1400,0,2007,0,47.5496,-122.373,1540,2385
1919800090,1220,1190,1924,0,47.6946,-122.336,1440,6770
4100000050,2080,0,1960,0,47.5872,-122.173,2240,10696
4178300040,3080,0,1981,0,47.6197,-122.149,2920,12221
7852010950,2550,0,1998,0,47.5373,-121.87,2420,5817
4068300280,1050,500,1976,0,47.3433,-122.037,1550,9750
9264911150,1580,550,1979,0,47.3074,-122.341,2180,7906
7855801670,3540,1640,2006,0,47.562,-122.162,3160,9750
5589300495,1900,250,1926,0,47.7539,-122.308,2150,9071
2923500010,3160,0,1977,0,47.5678,-122.089,2540,7917
7936000429,2600,910,2009,0,47.5537,-122.398,2050,6200
6415100297,2160,0,1992,0,47.7296,-122.333,2160,9063
7806450190,2760,0,1990,0,47.465,-122.123,2720,35171
7986401205,760,0,1922,0,47.6633,-122.357,1630,3600
2524059267,3330,320,2013,0,47.5442,-122.116,3220,11022
7861300140,1760,0,1987,0,47.4248,-122.158,1860,9656
